
> labs@1.0.0 start
> http-server -p 3000

Starting up http-server, serving ./public

http-server version: 14.1.1

http-server settings: 
CORS: disabled
Cache: 3600 seconds
Connection Timeout: 120 seconds
Directory Listings: visible
AutoIndex: visible
Serve GZIP Files: false
Serve Brotli Files: false
Default File Extension: none

Available on:
  http://127.0.0.1:3000
  http://10.0.1.27:3000
Hit CTRL-C to stop the server

[2025-01-27T05:38:47.302Z]  "GET /" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36"
[2025-01-27T20:34:36.682Z]  "GET /" "Mozilla/5.0 (compatible; CensysInspect/1.1; +https://about.censys.io/)"
[2025-01-27T20:34:37.347Z]  "GET /favicon.ico" "Mozilla/5.0 (compatible; CensysInspect/1.1; +https://about.censys.io/)"
[2025-01-27T20:34:37.347Z]  "GET /favicon.ico" Error (404): "Not found"
[2025-01-28T00:00:22.399Z]  "GET /" "Expanse, a Palo Alto Networks company, searches across the global IPv4 space multiple times per day to identify customers&#39; presences on the Internet. If you would like to be excluded from our scans, please send IP addresses/domains to: scaninfo@paloaltonetworks.com"
[2025-01-28T01:45:54.072Z]  "GET /" "Mozilla/5.0 (X11; CrOS x86_64 8172.45.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.64 Safari/537.36"
[2025-01-28T01:45:54.264Z]  "GET /favicon.ico" "Mozilla/5.0 (X11; CrOS x86_64 8172.45.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.64 Safari/537.36"
[2025-01-28T01:45:54.265Z]  "GET /favicon.ico" Error (404): "Not found"
[2025-01-28T02:18:12.648Z]  "GET /" "Expanse, a Palo Alto Networks company, searches across the global IPv4 space multiple times per day to identify customers&#39; presences on the Internet. If you would like to be excluded from our scans, please send IP addresses/domains to: scaninfo@paloaltonetworks.com"
[2025-01-28T03:27:33.621Z]  "GET /" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"
[2025-01-28T04:17:06.054Z]  "GET /" "Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Mobile Safari/537.36"
[2025-01-28T04:17:06.205Z]  "GET /image.png" "Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Mobile Safari/537.36"
[2025-01-28T04:17:06.814Z]  "GET /token.css" "Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Mobile Safari/537.36"
[2025-01-28T04:17:06.967Z]  "GET /styles.css" "Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Mobile Safari/537.36"
[2025-01-28T04:17:07.175Z]  "GET /favicon.ico" "'Mozilla/5.0 (compatible; GenomeCrawlerd/1.0; https://www.nokia.com/genomecrawler)'"
[2025-01-28T04:17:07.175Z]  "GET /favicon.ico" Error (404): "Not found"
[2025-01-28T04:17:21.089Z]  "GET /manage/account/login" "'Mozilla/5.0 (compatible; GenomeCrawlerd/1.0; https://www.nokia.com/genomecrawler)'"
[2025-01-28T04:17:21.090Z]  "GET /manage/account/login" Error (404): "Not found"
[2025-01-28T04:17:35.249Z]  "GET /admin/index.html" "'Mozilla/5.0 (compatible; GenomeCrawlerd/1.0; https://www.nokia.com/genomecrawler)'"
[2025-01-28T04:17:35.249Z]  "GET /admin/index.html" Error (404): "Not found"
[2025-01-28T04:17:50.149Z]  "GET /index.html" "'Mozilla/5.0 (compatible; GenomeCrawlerd/1.0; https://www.nokia.com/genomecrawler)'"
[2025-01-28T04:18:03.893Z]  "GET /+CSCOE+/logon.html" "'Mozilla/5.0 (compatible; GenomeCrawlerd/1.0; https://www.nokia.com/genomecrawler)'"
[2025-01-28T04:18:03.894Z]  "GET /+CSCOE+/logon.html" Error (404): "Not found"
[2025-01-28T04:18:17.572Z]  "GET /cgi-bin/login.cgi" "'Mozilla/5.0 (compatible; GenomeCrawlerd/1.0; https://www.nokia.com/genomecrawler)'"
[2025-01-28T04:18:17.573Z]  "GET /cgi-bin/login.cgi" Error (404): "Not found"
[2025-01-28T04:18:31.725Z]  "GET /logon.htm" "'Mozilla/5.0 (compatible; GenomeCrawlerd/1.0; https://www.nokia.com/genomecrawler)'"
[2025-01-28T04:18:31.726Z]  "GET /logon.htm" Error (404): "Not found"
[2025-01-28T04:18:45.779Z]  "GET /login.jsp" "'Mozilla/5.0 (compatible; GenomeCrawlerd/1.0; https://www.nokia.com/genomecrawler)'"
[2025-01-28T04:18:45.780Z]  "GET /login.jsp" Error (404): "Not found"
[2025-01-28T04:18:59.528Z]  "GET /doc/index.html" "'Mozilla/5.0 (compatible; GenomeCrawlerd/1.0; https://www.nokia.com/genomecrawler)'"
[2025-01-28T04:18:59.528Z]  "GET /doc/index.html" Error (404): "Not found"
[2025-01-28T04:19:13.507Z]  "GET /remote/login" "'Mozilla/5.0 (compatible; GenomeCrawlerd/1.0; https://www.nokia.com/genomecrawler)'"
[2025-01-28T04:19:13.508Z]  "GET /remote/login" Error (404): "Not found"
[2025-01-28T04:19:28.235Z]  "GET /" "'Mozilla/5.0 (compatible; GenomeCrawlerd/1.0; https://www.nokia.com/genomecrawler)'"
[2025-01-28T05:15:44.392Z]  "GET /" "Mozilla/5.0 (X11; Linux i686; rv:109.0) Gecko/20100101 Firefox/120.0"
[2025-01-28T06:18:52.201Z]  "GET /" "Mozilla/5.0 (X11; Linux i686; rv:109.0) Gecko/20100101 Firefox/120.0"
[2025-01-28T08:43:55.774Z]  "GET /" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36"
[2025-01-28T08:43:56.046Z]  "GET /token.css" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36"
[2025-01-28T08:43:56.302Z]  "GET /styles.css" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36"
[2025-01-28T08:43:56.551Z]  "GET /image.png" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36"
[2025-01-28T08:43:57.375Z]  "GET /favicon.ico" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36"
[2025-01-28T08:43:57.378Z]  "GET /favicon.ico" Error (404): "Not found"
[2025-01-28T08:45:49.353Z]  "GET /" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.5563.65 Safari/537.36"
[2025-01-28T08:45:51.309Z]  "GET /" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/122.0.0.0 Safari/537.36"
[2025-01-28T08:45:52.287Z]  "GET /styles.css" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/122.0.0.0 Safari/537.36"
[2025-01-28T08:45:52.289Z]  "GET /token.css" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/122.0.0.0 Safari/537.36"
[2025-01-28T08:45:52.743Z]  "GET /image.png" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/122.0.0.0 Safari/537.36"
[2025-01-28T08:46:13.535Z]  "GET /favicon.ico" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/122.0.0.0 Safari/537.36"
[2025-01-28T08:46:13.536Z]  "GET /favicon.ico" Error (404): "Not found"
[2025-01-28T08:58:07.404Z]  "GET /" "Mozilla/5.0 (compatible)"
[2025-01-28T08:58:12.413Z]  "GET /favicon.ico" "Mozilla/5.0 (compatible)"
[2025-01-28T08:58:12.414Z]  "GET /favicon.ico" Error (404): "Not found"
[2025-01-28T09:12:34.895Z]  "GET /" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36"
[2025-01-28T09:12:35.301Z]  "GET /token.css" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36"
[2025-01-28T09:12:35.399Z]  "GET /styles.css" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36"
[2025-01-28T09:12:35.487Z]  "GET /image.png" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36"
[2025-01-28T09:12:36.084Z]  "GET /favicon.ico" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36"
[2025-01-28T09:12:36.086Z]  "GET /favicon.ico" Error (404): "Not found"
[2025-01-28T10:43:52.088Z]  "GET /" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36"
[2025-01-28T11:27:56.406Z]  "GET /" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36"
[2025-01-28T11:27:56.646Z]  "GET /token.css" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36"
[2025-01-28T11:27:56.847Z]  "GET /styles.css" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36"
[2025-01-28T11:27:57.029Z]  "GET /image.png" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36"
[2025-01-28T14:19:22.774Z]  "GET /" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36"
[2025-01-28T14:19:33.300Z]  "GET /favicon.ico" "Mozilla/5.0 (X11; Linux x86_64; rv:107.0) Gecko/20100101 Firefox/107.0"
[2025-01-28T14:19:33.301Z]  "GET /favicon.ico" Error (404): "Not found"
[2025-01-28T14:46:26.400Z]  "GET /" "Mozilla/5.0 (Linux; Android 12; SM-P615) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.127 Safari/537.36"
[2025-01-28T14:46:45.665Z]  "GET /" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36"
[2025-01-28T14:46:46.146Z]  "GET /token.css" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36"
[2025-01-28T14:46:46.621Z]  "GET /image.png" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36"
[2025-01-28T14:46:47.131Z]  "GET /styles.css" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36"
[2025-01-28T14:46:53.353Z]  "GET /favicon.ico" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36"
[2025-01-28T14:46:53.353Z]  "GET /favicon.ico" Error (404): "Not found"
[2025-01-28T15:24:21.562Z]  "GET /" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.6422.78 Safari/537.36"
[2025-01-28T15:24:21.697Z]  "GET /token.css" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.6422.78 Safari/537.36"
[2025-01-28T15:24:21.749Z]  "GET /styles.css" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.6422.78 Safari/537.36"
[2025-01-28T15:24:21.763Z]  "GET /image.png" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.6422.78 Safari/537.36"
[2025-01-28T15:24:25.734Z]  "GET /favicon.ico" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.6422.78 Safari/537.36"
[2025-01-28T15:24:25.734Z]  "GET /favicon.ico" Error (404): "Not found"
[2025-01-28T15:27:56.049Z]  "GET /index.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.6422.78 Safari/537.36"
[2025-01-28T15:27:56.049Z]  "GET /hobbies.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.6422.78 Safari/537.36"
[2025-01-28T15:27:56.197Z]  "GET /token.css" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.6422.78 Safari/537.36"
[2025-01-28T15:27:56.199Z]  "GET /styles.css" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.6422.78 Safari/537.36"
[2025-01-28T15:27:56.234Z]  "GET /image.png" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.6422.78 Safari/537.36"
[2025-01-28T15:28:00.229Z]  "GET /favicon.ico" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.6422.78 Safari/537.36"
[2025-01-28T15:28:00.229Z]  "GET /favicon.ico" Error (404): "Not found"
[2025-01-28T15:28:00.265Z]  "GET /favicon.ico" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.6422.78 Safari/537.36"
[2025-01-28T15:28:00.265Z]  "GET /favicon.ico" Error (404): "Not found"
[2025-01-28T17:15:01.803Z]  "GET /" "Mozilla/5.0 (X11; Linux i686; rv:109.0) Gecko/20100101 Firefox/120.0"
[2025-01-28T20:04:00.363Z]  "GET /" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36"
[2025-01-28T21:16:30.365Z]  "GET /" "Expanse, a Palo Alto Networks company, searches across the global IPv4 space multiple times per day to identify customers&#39; presences on the Internet. If you would like to be excluded from our scans, please send IP addresses/domains to: scaninfo@paloaltonetworks.com"
[2025-01-28T21:23:09.557Z]  "GET /" "Mozilla/5.0 zgrab/0.x"
[2025-01-28T22:22:47.426Z]  "GET /api/ping/;`ps`" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.6778.140 Safari/537.36"
[2025-01-28T22:22:47.427Z]  "GET /api/ping/;`ps`" Error (404): "Not found"
[2025-01-29T00:46:59.046Z]  "GET /" "Mozilla/5.0 (compatible; CensysInspect/1.1; +https://about.censys.io/)"
[2025-01-29T00:47:01.605Z]  "GET /favicon.ico" "Mozilla/5.0 (compatible; CensysInspect/1.1; +https://about.censys.io/)"
[2025-01-29T00:47:01.605Z]  "GET /favicon.ico" Error (404): "Not found"
[2025-01-29T01:33:40.929Z]  "GET /index.html" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:134.0) Gecko/20100101 Firefox/134.0"
[2025-01-29T01:33:40.963Z]  "GET /token.css" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:134.0) Gecko/20100101 Firefox/134.0"
[2025-01-29T01:33:40.964Z]  "GET /styles.css" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:134.0) Gecko/20100101 Firefox/134.0"
[2025-01-29T01:33:40.981Z]  "GET /image.png" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:134.0) Gecko/20100101 Firefox/134.0"
[2025-01-29T01:33:41.051Z]  "GET /favicon.ico" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:134.0) Gecko/20100101 Firefox/134.0"
[2025-01-29T01:33:41.051Z]  "GET /favicon.ico" Error (404): "Not found"
[2025-01-29T01:33:42.305Z]  "GET /hobbies.html" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:134.0) Gecko/20100101 Firefox/134.0"
[2025-01-29T03:46:01.322Z]  "GET /" "Expanse, a Palo Alto Networks company, searches across the global IPv4 space multiple times per day to identify customers&#39; presences on the Internet. If you would like to be excluded from our scans, please send IP addresses/domains to: scaninfo@paloaltonetworks.com"
[2025-01-29T08:46:10.613Z]  "GET /" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.89 Safari/537.36"
[2025-01-29T12:52:46.143Z]  "GET /" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36"
[2025-01-29T12:52:57.896Z]  "GET /favicon.ico" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36 Edg/110.0.1587.57"
[2025-01-29T12:52:57.896Z]  "GET /favicon.ico" Error (404): "Not found"
[2025-01-29T14:19:30.943Z]  "GET /" "undefined"
[2025-01-29T14:21:38.741Z]  "GET /" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36"
[2025-01-29T14:21:39.315Z]  "GET /favicon.ico" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36"
[2025-01-29T14:21:39.315Z]  "GET /favicon.ico" Error (404): "Not found"
[2025-01-29T16:12:29.096Z]  "GET /websockify" "Mozilla/5.0 zgrab/0.x"
[2025-01-29T16:12:29.096Z]  "GET /websockify" Error (404): "Not found"
[2025-01-29T18:50:27.824Z]  "GET /" "Expanse, a Palo Alto Networks company, searches across the global IPv4 space multiple times per day to identify customers&#39; presences on the Internet. If you would like to be excluded from our scans, please send IP addresses/domains to: scaninfo@paloaltonetworks.com"
[2025-01-29T20:03:01.471Z]  "GET /" "undefined"
[2025-01-29T20:03:01.810Z]  "GET /" "Mozilla/5.0 (Macintosh; Intel Mac OS X 11) AppleWebKit/538.41 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36"
[2025-01-29T20:03:02.139Z]  "GET /favicon.ico" "Mozilla/5.0 (Macintosh; Intel Mac OS X 11) AppleWebKit/538.41 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36"
[2025-01-29T20:03:02.140Z]  "GET /favicon.ico" Error (404): "Not found"
[2025-01-29T20:28:49.159Z]  "GET /" "Hello World"
[2025-01-29T20:55:53.568Z]  "GET /" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.36"
[2025-01-29T20:55:54.571Z]  "GET /favicon.ico" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.5005.63 Safari/537.36"
[2025-01-29T20:55:54.571Z]  "GET /favicon.ico" Error (404): "Not found"
[2025-01-29T23:56:01.717Z]  "GET /" "undefined"
[2025-01-30T00:11:53.339Z]  "GET /" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36"
[2025-01-30T00:11:53.851Z]  "GET /favicon.ico" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36"
[2025-01-30T00:11:53.851Z]  "GET /favicon.ico" Error (404): "Not found"
[2025-01-30T00:39:50.032Z]  "GET /" "Mozilla/5.0 (compatible)"
[2025-01-30T00:39:50.451Z]  "GET /favicon.ico" "Mozilla/5.0 (compatible)"
[2025-01-30T00:39:50.451Z]  "GET /favicon.ico" Error (404): "Not found"
[2025-01-30T02:51:25.228Z]  "GET /" "Mozilla/5.0 (compatible; InternetMeasurement/1.0; +https://internet-measurement.com/)"
[2025-01-30T05:57:34.348Z]  "GET /.git/config" "Mozilla/5.0 (compatible; MSIE 9.0; Windows Phone OS 7.5; Trident/5.0; IEMobile/9.0)"
[2025-01-30T05:57:34.349Z]  "GET /.git/config" Error (404): "Not found"
[2025-01-30T07:42:58.173Z]  "GET /api/v1/users/search" "Go-http-client/1.1"
[2025-01-30T07:42:58.173Z]  "GET /api/v1/users/search" Error (404): "Not found"
[2025-01-30T07:42:58.175Z]  "GET /api/v1/users/search" "Go-http-client/1.1"
[2025-01-30T07:42:58.175Z]  "GET /api/v1/users/search" Error (404): "Not found"
[2025-01-30T08:34:54.703Z]  "GET /" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36"
[2025-01-30T08:35:15.691Z]  "GET /favicon.ico" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:124.0) Gecko/20100101 Firefox/124.0"
[2025-01-30T08:35:15.691Z]  "GET /favicon.ico" Error (404): "Not found"
[2025-01-30T09:50:04.849Z]  "GET /" "Expanse, a Palo Alto Networks company, searches across the global IPv4 space multiple times per day to identify customers&#39; presences on the Internet. If you would like to be excluded from our scans, please send IP addresses/domains to: scaninfo@paloaltonetworks.com"
[2025-01-30T11:58:20.198Z]  "GET /" "Mozilla/5.0 zgrab/0.x"
[2025-01-30T14:41:45.728Z]  "GET /api/v1/users/search" "Go-http-client/1.1"
[2025-01-30T14:41:45.731Z]  "GET /api/v1/users/search" Error (404): "Not found"
[2025-01-30T14:49:23.007Z]  "GET /" "python-requests/2.32.3"
[2025-01-30T17:11:53.710Z]  "GET /" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:130.0) Gecko/20100101 Firefox/130.0"
[2025-01-30T17:18:13.763Z]  "GET /favicon.ico" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:130.0) Gecko/20100101 Firefox/130.0"
[2025-01-30T17:18:13.763Z]  "GET /favicon.ico" Error (404): "Not found"
